municipality,people_insured,year,pharma_costs,gp_consultation_costs,hospital_costs,mental_healthcare_costs
BRONCKHORST,36824,2015,10226847.5,1370121.2,46173001.98,4297304.97
BRUMMEN,21096,2015,5665393.99,836258.97,28217641.93,3327841.63
BRUNSSUM,28851,2015,9993841.85,1296324.8,43761339.33,6391280.57
BUNNIK,14852,2015,3722011.78,553119.36,19049003.54,1789350.5
BUNSCHOTEN,20974,2015,4573081.97,774428.14,25696207.15,2530156.33
BUREN,26235,2015,7102912,918785.61,35115363.74,2043245
CAPELLE AAN DEN IJSSEL,66833,2015,18174032.8,2612716.43,88018580.45,13082050
CASTRICUM,34910,2015,8479341.12,1404119.2,39289135.46,6287966.43
COEVORDEN,35422,2015,9874860.88,1644221.68,50612951.42,3543046.85
CRANENDONCK,20461,2015,5381530.26,742917.16,28953614.37,2184767.04
CROMSTRIJEN,12835,2015,3365280.24,476270.07,15450887.28,879235.35
CUIJK,24741,2015,6536685.42,965248.21,31813285.42,3654277.02
CULEMBORG,28057,2015,7006126.59,1025434.45,34764887.05,4328472.62
DALFSEN,28069,2015,6977054.04,948617.09,32313790.6,2774557.55
DANTUMADIEL,19146,2015,5218655.19,794726.26,21684193.2,1758588.76
DE BILT,42731,2015,10828932.55,1747052.44,55440301.19,7122952.5
DE FRYSKE MARREN,51651,2015,12682472.64,1784586.1,61116758.38,5336496.02
DE MARNE,10158,2015,3254915.51,505093.5,12505493.57,1914661.12
DE RONDE VENEN,42905,2015,10368775.76,1573391.53,48719253.52,4704395.99
DE WOLDEN,23920,2015,5753225.36,986401.76,30652820.86,1947161.39
DELFT,96119,2015,25641755.92,786819.76,108926241.9,18401227.9
DELFZIJL,25078,2015,8938131.48,1183791.95,38400642.97,4002079.56
DEN HELDER,54976,2015,16216929.51,2178158.83,75811074.37,9419986.68
DEURNE,32061,2015,7667617.75,1173363.16,41512913.02,3999083.11
DEVENTER,98601,2015,26576683.39,3360909.02,120301477.2,23802554.33
DIEMEN,26478,2015,6449515.66,925462.88,28871533.07,5370813.85
DINKELLAND,26060,2015,5874073.75,838621.85,30515485.27,1866231.56
DOESBURG,11394,2015,3602922.81,498379.23,16049537.51,1800755.36
DOETINCHEM,57144,2015,16507862.14,2103435.53,71646200.44,11864359.62
DONGEN,25593,2015,7088863.17,915765.23,30583770.62,3203664.43
DONGERADEEL,24066,2015,6697026.83,982831.78,28167736.71,3290334.12
DORDRECHT,119878,2015,33929656.51,4895591.73,148990772.3,27026339.28
DRECHTERLAND,19478,2015,3499605,713592.48,19644729.02,1569572.04
DRIMMELEN,26952,2015,7035910.94,1063243.78,33081090.1,2512635.56
DRONTEN,39945,2015,10052349.31,1526007.45,44070408.06,4278616.75
DRUTEN,18475,2015,4928132.63,673006.1,22888827.54,2140753.06
DUIVEN,25491,2015,6529466.17,1013728.08,29717110.61,3295972.68
ECHT-SUSTEREN,31887,2015,9606971.88,1551520.56,45190522.05,4494775.54
EDAM-VOLENDAM,35700,2015,9388720.28,1542027.61,42325904.77,2634617.3
EDE,111556,2015,26985676.3,4064926.67,124302384.4,16500394.5
EEMNES,8913,2015,1989128.01,312147.9,10876640.34,862302.81
EEMSMOND,16142,2015,4986834.78,744423.52,20995881.15,2622074.68
EERSEL,18663,2015,4332020.83,731741.26,22674192.42,2242869.9
EIJSDEN-MARGRATEN,25127,2015,7161229.74,1106046.57,30796931.45,3178203.75
EINDHOVEN,222189,2015,58334334.05,8453289.64,280695117.9,54416795.72
ELBURG,22968,2015,5518763.38,826978.53,26663659.63,3229375.85
EMMEN,108017,2015,33890459.84,4732086.99,158660196.2,16117424.77
ENKHUIZEN,18605,2015,4614818.66,633395.37,20337224.89,2824021.83
ENSCHEDE,156163,2015,41845251.62,5665706.16,193893014.4,32670294.24
EPE,32533,2015,9819212.02,1422473.82,42361397.06,5353721.15
ERMELO,26590,2015,6761354.69,934648.03,30782630.19,6114056.13
ETTEN-LEUR,43025,2015,10770718.67,1534057.6,50693612.34,5971663.83
FERWERDERADIEL,8769,2015,1852137.55,259162.67,8903898.32,905946.67
FRANEKERADEEL,20356,2015,5712191.59,782891.23,24818434.13,5691559.66
GEERTRUIDENBERG,21722,2015,5752259.26,816576.3,25273533.57,1968668.54
GELDERMALSEN,26326,2015,6674050.66,993106.23,32443174.3,2832247.59
GELDROP-MIERLO,39205,2015,10693863.37,1680600.97,55848002.08,5838058.11
GEMERT-BAKEL,29794,2015,7416687.68,1232706.43,38101343.12,3838446.15
GENNEP,17320,2015,4367419.93,665840.84,20996631.81,2225843.95
GIESSENLANDEN,14562,2015,3693504.18,576633.62,17631393.42,1163350.97
GILZE EN RIJEN,25857,2015,6769906.45,979161.92,31447752.85,2888788.41
GOEREE-OVERFLAKKEE,48746,2015,14415643.35,2044780.27,62004188.71,4168695.34
GOES,37225,2015,11740235.93,1358692.53,47355641.02,9165310.75
GOIRLE,23222,2015,6151196.19,918429.27,27823165.39,2174508.38
GOOISE MEREN,57294,2015,13638219.26,2264430.29,69551123.53,8481979.92
GORINCHEM,35636,2015,9640868.54,1337773.66,42613480.4,5032923.75
GOUDA,71458,2015,18857105.8,2846758.53,93107893.28,9958747.3
GRAVE,12226,2015,3033839.79,451780.79,15406729.7,1456590.95
GRONINGEN,194220,2015,44739374.08,6678615.97,191300996.9,55064918.87
GROOTEGAST,12211,2015,2885524.19,622829.34,14276141.96,1434659.41
GULPEN-WITTEM,14352,2015,4045478.86,673001.84,18548159.52,2274316.78
HAAKSBERGEN,24438,2015,5716047.07,788551.71,28472262.43,3170962.1
HAAREN,13609,2015,3020909.68,532827.12,15574453.73,1230015.94
HAARLEM,159302,2015,37081344.99,5684842.28,183544070,29086370.08
HAARLEMMERLIEDE CA,5588,2015,1179646.05,247745.83,5903759.61,570304.53
HAARLEMMERMEER,145725,2015,33588416.25,5481011.08,164273826.4,16705749.91
HALDERBERGE,29749,2015,9751282.46,1049111.07,37416316.23,3976494.91
HARDENBERG,60028,2015,14358856.09,2281537.99,74432738.43,7037559.46
HARDERWIJK,46213,2015,11898895.98,1781974.9,55736876.04,7731995.21
HARDINXVELD-GIESSENDAM,17707,2015,4515087.42,648294.13,19200296.18,1837017.99
HAREN,19202,2015,4515271.57,882762.42,22957635.12,2897926.72
HARLINGEN,15845,2015,4476366.92,552677.23,19046685.01,2498280.57
HATTEM,11952,2015,3194858.43,382945.95,14616538.69,1337862.92
HEEMSKERK,39679,2015,10556576.31,1471656.86,47700402.16,5095384.41
HEEMSTEDE,27068,2015,7384111.87,1079975.11,36622922.51,3670847.22
HEERDE,18734,2015,5048587.88,757775.21,26099113.51,2102454.11
HEERENVEEN,50711,2015,13217076.85,1677819.29,66219567.31,7823352.45
HEERHUGOWAARD,54099,2015,12525447.92,2013655.3,63817796.74,8864716.94
HEERLEN,87130,2015,31137023.79,4600848.43,130666925,25308651.77
HEEZE-LEENDE,15750,2015,3902509.64,710620.98,20730981.97,1380039.15
HEILOO,22831,2015,5452376.68,866697.57,28196620.42,5110875.24
HELLENDOORN,35892,2015,9329860.43,1371556.64,44364249.21,4413241.86
HELLEVOETSLUIS,38886,2015,11328828.52,1596932.32,52561350.18,5295890.82
HELMOND,90671,2015,24182982.84,3785445.72,118019704.6,14505676.95
HENDRIK-IDO-AMBACHT,29479,2015,7267773.44,1117135.44,33618805.53,3294320.93
HENGELO,81476,2015,21010922.91,2398102.67,97897210.6,14784246.89
HET BILDT,10399,2015,2719441.91,350645.28,13039984.54,1271989.49
HEUMEN,16685,2015,4215910.75,694492.9,21722973.08,1982253.49
HEUSDEN,43580,2015,10916292.49,1731375.19,56049125.67,5896782.42
HILLEGOM,21281,2015,5593196.87,851833.89,25240267.6,2550015.26
HILVARENBEEK,15245,2015,4089126.28,543479.92,19363917.13,1682383.54
HILVERSUM,88478,2015,22267615.64,3353200.48,106718177.1,17354780.52
HOF VAN TWENTE,35172,2015,10116011.62,1264461.5,45524610.41,3034737.67
HOLLANDS KROON,47710,2015,11118831.77,1669993.86,55683708.62,4561329.02
HOOGEVEEN,55444,2015,16455695.56,2524660.4,77436018.22,8878070.51
HOOGEZAND-SAPPEMEER,34439,2015,10696542.26,1513360.73,48613011.57,6014779.99
HOORN,72659,2015,16368889.15,2692869.08,82568889.92,10734715.65
HORST AAN DE MAAS,41895,2015,11853059.67,1729033.64,52441686.13,5210049.51
HOUTEN,49012,2015,10304672.93,1674717.73,49643476.22,6833263.18
HUIZEN,41675,2015,10395637,1783732.39,50721321.29,6618657.54
HULST,25201,2015,7710048.68,1072407.04,30242486.75,2466616.38
IJSSELSTEIN,34217,2015,8286972.81,1448239.49,38124163.83,4406410.44
KAAG EN BRAASSEM,26269,2015,6230202.38,1040147.37,28515451.63,2307522.29
KAMPEN,52316,2015,12587889.29,1667086.69,57351525.28,6089914.61
KAPELLE,12613,2015,2858960.49,407693.87,13835967.05,1519204.86
KATWIJK,63606,2015,16710538.7,2067635.48,75035507.04,7525068.78
KERKRADE,44209,2015,15890682.51,2431430.21,63503944.77,9241927.99
KOGGENLAND,22628,2015,4263146.5,693484.4,23844588.51,1445827.96
KOLLUMERLAND CA,12878,2015,3429994.55,436129.45,15256682.37,1380095.51
KORENDIJK,10790,2015,2884357.83,458121.71,10826804.51,984710.45
KRIMPEN AAN DEN IJSSEL,29184,2015,8273999.74,1235645.29,39259027.91,3867246.81
KRIMPENERWAARD,54659,2015,13419591.81,2090714.88,68427764.23,5772889.32
LAARBEEK,22112,2015,5828523.5,1074767.28,28851930.79,2183882.86
LANDERD,15437,2015,4112609.12,653679.83,19094439.9,1268400.96
LANDGRAAF,37138,2015,12415181.4,1844994.53,53141999.3,6923892.08
LANDSMEER,11067,2015,2795146.76,468077.1,13827304.14,1253778.24
LANGEDIJK,27576,2015,5189750.93,933339.17,29883105.18,2972839.68
LANSINGERLAND,59258,2015,11734236.18,2144398.57,60279270.55,5092039.42
LAREN,11145,2015,3034382.77,474963.76,15987678.71,1156052.67
LEEK,19727,2015,4984135.51,792774.51,22862146.93,2218047
LEERDAM,20897,2015,5673169.92,815455.06,28376631.47,2479448.8
LEEUWARDEN,106835,2015,27301701.01,3793244.99,126286731.4,26709139.72
LEEUWARDERADEEL,10198,2015,2454528.96,398245.1,13221015.16,1095406.9
LEIDEN,119475,2015,29440828.99,4250963.25,121250726,23249577.92
LEIDERDORP,26985,2015,7045183.38,1020327.68,34125578.53,3150286.88
LEIDSCHENDAM-VOORBURG,73905,2015,21080558.15,2897063.89,105353583.2,12687885.51
LELYSTAD,77114,2015,22009532.53,3113800.48,89960278.23,13078754.13
LEUDAL,36022,2015,9712392.85,1746477.61,46897197.09,4074087.1
LEUSDEN,29486,2015,6631377.81,1150584.78,35306641.44,3909753.29
LINGEWAAL,11128,2015,2646328.12,353368.05,12143652.5,1146197.69
LINGEWAARD,46129,2015,11353996.07,1837553.76,56787656.04,5671506.88
LISSE,22620,2015,5708573.67,851119.96,26618341.06,2172268.82
LITTENSERADIEL,10934,2015,2307508.68,450086.79,10840842.12,798943.7
LOCHEM,33685,2015,8452478.04,1175128.69,41080857.41,4580697.7
LOON OP ZAND,23103,2015,6302738.42,986298.04,30790028.85,2644155.63
LOPIK,14197,2015,3056390.11,562968.58,16335621.83,1139967.1
LOPPERSUM,10058,2015,2951330.61,452074.64,11803432.65,1222307.5
LOSSER,22478,2015,5801585.04,709065.45,29176735.05,1981402.06
MAASDRIEL,24955,2015,5722373.95,887363.7,30036388.51,2173165.16
MAASGOUW,23833,2015,7486208.8,1162583.87,33169016.74,2543952.41
MAASSLUIS,32538,2015,8924656.6,33834.53,40422547.81,3739618.63
MAASTRICHT,113269,2015,37390995.38,5834480.32,152737057.1,26729592.81
MARUM,10358,2015,2365646.29,383440.02,10923985.83,1146013.02
MEDEMBLIK,43995,2015,9760248.21,1694515.59,46070774.82,4400438.72
MEERSSEN,19075,2015,6368780.33,975100.63,26248881.28,2627926.6
MEIERIJSTAD,80340,2015,20050088.4,3272613.07,99709706.87,9607911.69
MENAMERADIEL,13638,2015,3331351.33,496512.06,16491853.53,1480019.51
MENTERWOLDE,12334,2015,3798346.96,514478.98,16556528.81,1872144.86
MEPPEL,32919,2015,9127702.74,1377644.15,44379214.43,6443054.07
MIDDELBURG,47707,2015,11633531.14,1759190.56,53787424.61,7565770.09
MIDDEN-DELFLAND,19009,2015,3883963.77,27747.59,21037320.19,1546203.94
MIDDEN-DRENTHE,33511,2015,8489029.42,1282115.88,43107425.91,7269636.91
MILL EN SINT HUBERT,10872,2015,2783927.3,405754.14,13474470.03,1171000.86
MOERDIJK,37650,2015,10308634.33,1520389.6,46658563.27,3431419.32
MOLENWAARD,28972,2015,6001734.67,1106483.88,29280067.75,2457006.02
MONTFERLAND,35641,2015,10254104.68,1268245,45605154.1,4743971.04
MONTFOORT,13836,2015,2963132.32,486026.88,15228165.19,1320982.63
MOOK EN MIDDELAAR,7841,2015,1861698.75,361293.44,9586035.87,865724.31
NEDER-BETUWE,21822,2015,6390822.86,1049428.53,25871332.38,2209913.67
NEDERWEERT,16981,2015,4615797.28,793513.86,22618534.35,1712408.8
NEERIJNEN,12013,2015,2558276.76,452834.65,13828522.86,1434700.6
NIEUWEGEIN,62714,2015,17155417.27,2397566.73,78669445.95,10696201.04
NIEUWKOOP,27592,2015,6139622.14,1051833,31193974.77,2231927.99
NIJKERK,41402,2015,9977274.22,1496573.79,50584610.23,3958554.39
NIJMEGEN,170602,2015,42484985.5,6937408,201608888.5,40654517.47
NISSEWAARD,86015,2015,27332493.96,3661639.69,119105722,12250717.8
NOORD BEVELAND,7437,2015,2031425.8,303257.03,10872734.24,1189743.93
NOORDENVELD,31282,2015,7700552.53,1243382.22,38094365.51,3627156.04
NOORDOOSTPOLDER,46234,2015,11191086.22,1632549.25,50737829.08,4836277.59
NOORDWIJK,25742,2015,5937873.21,973857.09,28299039.35,3762139.07
NOORDWIJKERHOUT,16183,2015,3916930.67,563117.07,18237668.22,2334391.11
NUENEN CA,22944,2015,5342315.38,844387.04,31166602.93,2850168.54
NUNSPEET,26766,2015,6843928.41,1030935.19,32916963.69,3273368.34
NUTH,15357,2015,4793895.42,745539.17,21393877.12,2016668.34
OEGSTGEEST,23091,2015,5211996.02,837306.23,25216190.89,3716956.76
OIRSCHOT,18316,2015,4480319.66,804779.32,20680173.3,1998218.86
OISTERWIJK,25718,2015,7426406.41,1157007.62,31897035.89,3658492.91
OLDAMBT,38462,2015,13954964.32,1867912.98,55197658,7917403.14
OLDEBROEK,23282,2015,5396376.82,787886,27636762.29,2675905.68
OLDENZAAL,32223,2015,7979321.87,1189940.09,39941830.61,4088007.64
OLST-WIJHE,18051,2015,4475249.66,722007.84,22636576.19,2613029.19
OMMEN,17442,2015,3828437.77,522745.53,20754952.32,2015276.39
ONDERBANKEN,7799,2015,2205217.4,363200.9,10945947.64,1177706.97
OOST GELRE,29633,2015,7541562.9,1133077.27,36145385.15,3171576.24
OOSTERHOUT,54373,2015,14632364.77,1793023.34,68723323.63,7412446.03
OOSTSTELLINGWERF,25882,2015,7217003.58,1045972.43,31941445.01,3465377.64
OOSTZAAN,9557,2015,2305032.14,346041.88,10759897.32,797925.08
OPMEER,11645,2015,2456691.98,457430.22,12671980.73,1245586.21
OPSTERLAND,30072,2015,7366202.41,1093740.85,34094873.82,3125422.87
OSS,90670,2015,25608679.39,3764359.46,117284166.1,14321447.55
OUD-BEIJERLAND,24036,2015,6440476.76,893325.4,28995764.42,2601147.49
OUDE IJSSELSTREEK,39768,2015,10835963.37,1508064.14,49262001.95,3986309.29
OUDER-AMSTEL,13486,2015,3010773.67,481421.97,14770303.65,1477760.4
OUDEWATER,10268,2015,2499410.95,348717.83,13073822.9,978189.86
OVERBETUWE,47063,2015,11957963.31,1868423.66,55993098.31,5381296.09
PAPENDRECHT,32493,2015,8698146.36,1169793.59,40009082.06,3882991.13
PEEL EN MAAS,43427,2015,11176792.69,2037311.54,58966848.11,4642660.72
PEKELA,12359,2015,4411444.83,564495.57,18634971.92,1895968.82
PIJNACKER-NOOTDORP,51902,2015,10838410.1,275746.73,54198539.85,5252835.05
PURMEREND,80567,2015,23099291.05,3396731.05,100072311.4,13051104.36
PUTTEN,24972,2015,6330795,971308.8,29391377.36,2940692.49
RAALTE,36942,2015,9148185.84,1289503.14,45139400.91,4628121.63
REIMERSWAAL,21882,2015,5485917.71,783070.39,24871517.43,2576123.01
RENKUM,31543,2015,9327031.49,1257039.36,44524467.28,10246161.19
RENSWOUDE,4913,2015,1024619.95,199526.89,6339524,359069.68
REUSEL-DE MIERDEN,12825,2015,2908810.76,474416.97,15052342.11,1523176.77
RHEDEN,43860,2015,12556872.39,1786083.9,62820717.15,6496501.78
RHENEN,19290,2015,4566402.67,671699.39,23551780.16,1940070.47
RIDDERKERK,45456,2015,13046761.56,2067538.26,61095613.47,5164983.28
RIJNWAARDEN,10883,2015,2685163.23,397772.22,14343591.11,1346281.17
RIJSSEN-HOLTEN,37940,2015,9944073.65,1478463.32,42225048.39,4027316.27
RIJSWIJK,49423,2015,15134705.02,1793226.4,69644668.9,8870049.95
ROERDALEN,20636,2015,6678632.48,985545.89,29824141.05,2354943.1
ROERMOND,57346,2015,17269448.28,2521489.85,81947978.11,10546054.72
ROOSENDAAL,77124,2015,22742542.3,2673067.59,95339777.46,13208814.34
ROTTERDAM,629988,2015,184027005.8,24660864.5,754933057.9,129058851
ROZENDAAL,1488,2015,280776.57,48774.69,1963516.27,51866.3
RUCPHEN,22480,2015,7599807.57,944828.19,30956808.27,2604015.76
S GRAVENHAGE,520218,2015,150710477,20764936.24,630882974.4,113638059.6
S HERTOGENBOSCH,152562,2015,39658334.64,6315298.07,186206609.1,26355907.24
SCHAGEN,46674,2015,11028258.91,1646277.6,52107015.88,6157853.67
SCHERPENZEEL,9515,2015,2012358.76,329336.95,9851314.5,1001408.03
SCHIEDAM,78122,2015,21734393.33,359868.02,96579427.14,10307477.82
SCHIERMONNIKOOG,906,2015,215454.41,48667.68,1009224.78,79981.73
SCHINNEN,12815,2015,3539302.79,586486.27,18094420.36,1807969.51
SCHOUWEN-DUIVELAND,33948,2015,9971969.67,1295291.55,42781910.63,3943299.44
SIMPELVELD,10392,2015,2858759.5,489922.79,13100966.8,1649555.72
SINT ANTHONIS,11662,2015,2617894.61,452095.81,12895927.85,1315161.4
SINT-MICHIELSGESTEL,28669,2015,7117990.38,1293069.25,35949864.5,2908096.32
SITTARD-GELEEN,93798,2015,30667235.7,4913077.14,128467864.3,19769010.19
SLIEDRECHT,25168,2015,7348278.47,842060.25,30333775.07,3640846.78
SLOCHTEREN,15275,2015,4160989.82,657543.58,17810834.11,1798395.21
SLUIS,22691,2015,6743890.36,920057.35,25212848.23,2065667.99
SMALLINGERLAND,55517,2015,14889621.28,1981452.41,62485059.42,10767394.53
SOEST,45891,2015,11680816.96,1820810.49,61304883.93,6664220.38
SOMEREN,18983,2015,4362957.61,724900.58,22305843.88,2007226.46
SON EN BREUGEL,16515,2015,4332977.13,595356.1,21648107.84,1360140.81
STADSKANAAL,32447,2015,11285048.69,1518423.96,49009355.52,5324004.15
STAPHORST,16286,2015,3076524.86,432985.07,17168137.07,1290811.54
STEDE BROEC,21677,2015,5167006.43,853621.1,23426162.9,2493984.3
STEENBERGEN,23449,2015,6917441.95,1067131.75,30823241,2647515.51
STEENWIJKERLAND,43446,2015,11277327.88,1707291.96,58255769.18,4135664.73
STEIN,25201,2015,7536944.23,1316511.55,33619799.59,3196707
STICHTSE VECHT,64339,2015,16387973.53,2591804.65,80251336.42,7730032.92
STRIJEN,8825,2015,2576593.05,316017.2,10414704.78,939167.12
SUDWEST-FRYSLAN,84584,2015,20378019.7,3072919.15,96976588.39,12541065.55
TEN BOER,7459,2015,1767216.45,366121.3,8530326.86,611117.72
TERNEUZEN,52674,2015,15943836.91,2356338.59,66153537.27,8408120.91
TERSCHELLING,4877,2015,1121960.37,311760.99,5079171.66,586180.51
TEXEL,13626,2015,3526970.91,602026.84,15849678.56,1593952.46
TEYLINGEN,36076,2015,8378098.64,1389302.16,38141937.55,4045194.51
THOLEN,25201,2015,7056455.74,1008267.14,28316245.84,3002550.59
TIEL,41700,2015,11045631.4,1665009.28,54654129.41,6932648.04
TILBURG,211932,2015,56712366.21,8178494.87,250131013.7,36827072.24
TUBBERGEN,21236,2015,4994419.37,695335.82,23880294.72,1283444.34
TWENTERAND,33868,2015,9141343.57,1285384.04,42707407.16,2944658.67
TYNAARLO,33187,2015,8357180.27,1417838.58,40969178.72,9643264.3
TYTSJERKSTERADIEL,31858,2015,7515371.94,1127334.11,37017285.01,4202955.69
UDEN,41513,2015,10987934.8,1729583.31,54288613.31,5235389.07
UITGEEST,13427,2015,2956580.56,494872.73,13238639.13,1446984.54
UITHOORN,29288,2015,7178438.28,1015246.42,31777044.56,3683752.05
URK,19278,2015,3428990.11,644959.79,16746926.15,1311970.3
UTRECHT,335827,2015,73460486.31,11754966.37,329135068.7,78318368.34
UTRECHTSE HEUVELRUG,48634,2015,12231418.41,2124632.62,63568335.81,7392543.24
VAALS,7872,2015,2670882.18,404357.35,10182495.96,1524259.22
VALKENBURG AAN DE GEUL,16630,2015,5013451.9,856371.22,24520143.6,2573706.53
VALKENSWAARD,30471,2015,8777899.81,1133035.82,42566009.03,4254017.29
VEENDAM,27690,2015,8577314.12,1104524.53,41332804.18,5183102.96
VEENENDAAL,63850,2015,17058269.71,2339017.72,75047173.46,9383108.01
VEERE,22091,2015,5114165.09,823959.34,24243296.73,2385856.34
VELDHOVEN,44499,2015,10836638.86,1560759.83,58342335.69,7395127.76
VELSEN,68069,2015,17127362.76,2751192.31,87131539.28,10619073.58
VENLO,99723,2015,32560817.79,4084027.16,146344013.4,18772014.2
VENRAY,43406,2015,12056464.56,1653083.12,54668341.11,9920295.52
VIANEN,19656,2015,5026201.3,681407.78,23846405.83,2719413.59
VLAARDINGEN,72804,2015,21248127.44,168299.46,94767627.59,11595417.19
VLAGTWEDDE,15698,2015,5269009.18,690974.23,23537327.57,1525022.53
VLIELAND,1081,2015,311360.2,47783.31,1280906.77,50998.4
VLISSINGEN,44369,2015,13675813.04,1600870.92,54220317.71,7451049.77
VOERENDAAL,12468,2015,3592230.08,573296.57,15522710.71,1691474.72
VOORSCHOTEN,25278,2015,6335508.76,1003537.97,30108554.13,3002366.74
VOORST,24179,2015,6490719.62,917212.38,30806244.98,3210778.58
VUGHT,26282,2015,6292344.99,909853.51,33848668.14,5702130.43
WAALRE,17145,2015,4171547.61,635446.31,21496896.37,1962571.41
WAALWIJK,47356,2015,13006366.81,2183830.83,58869331.28,5931229.62
WADDINXVEEN,26232,2015,6521908.6,1038986.32,34030991.43,2412846.02
WAGENINGEN,35238,2015,7990619.34,1217371.36,34783341.6,5105872.51
WASSENAAR,25263,2015,6737425.69,1046808.87,34724963.46,3042804.82
WATERLAND,17440,2015,4488826.55,660426.73,20166286.28,1431612.09
WEERT,49315,2015,14577672.1,2054890.58,72443489.85,7320292.12
WEESP,18756,2015,4296282.42,784091.85,20754284.42,2607712.89
WERKENDAM,26450,2015,6761315.22,1063837.84,30903402.63,2998871.1
WEST MAAS EN WAAL,18887,2015,4558731.62,748833.61,23136744.22,2110351.35
WESTERVELD,19023,2015,4859162.99,735431.18,27562924.51,2808256.44
WESTERVOORT,15047,2015,3965096.86,623095.4,19795559.54,2318549.7
WESTLAND,105162,2015,24408986.57,191581.87,122047964.2,11300608.59
WESTSTELLINGWERF,25743,2015,6885382.44,990376.12,33902325.2,2452571.68
WESTVOORNE,14366,2015,4385248.03,622561.34,18218308.49,1199960.98
WIERDEN,24068,2015,5983724.24,830982.33,28253839.28,1979914.76
WIJCHEN,41102,2015,11080096.93,1834339.2,52706777.55,6145764.81
WIJDEMEREN,23536,2015,5982184.06,1022631.58,31535691.11,2938990.88
WIJK BIJ DUURSTEDE,23407,2015,5536946.45,892537.34,27960597.85,2956720.91
WINSUM,13747,2015,3882440.91,564604.5,15604129.04,1646364.96
WINTERSWIJK,28703,2015,8362453.25,1095860.55,36248420.48,4570022.11
WOENSDRECHT,20397,2015,5776080.97,797010.37,27646440.95,3130391.8
WOERDEN,51414,2015,12848517.46,2032992.03,61777014.31,8700109.97
WORMERLAND,15803,2015,3600827.38,645206.89,20435327.37,1911041.34
WOUDENBERG,12612,2015,2596276.71,446610.44,15153717.54,1724112.79
WOUDRICHEM,14586,2015,3617071.61,550038.12,16441594.56,1214275.29
ZAANSTAD,153681,2015,39510964.5,5937687.64,183138834.3,24340338.94
ZALTBOMMEL,27344,2015,6539844.91,1323256.07,33664475.87,2876034.97
ZANDVOORT,17002,2015,5194922.95,753395.63,25155500.98,2950798.46
ZEDERIK,13782,2015,3407594.83,545433.29,15518257.18,1434273.14
ZEEWOLDE,22469,2015,4242801.22,631960.39,20459827.94,1864213.39
ZEIST,62225,2015,16407025.02,2151402.54,78691810.07,15662076.26
ZEVENAAR,32463,2015,8892638.12,1340824.59,44928100.93,5014211.36
ZOETERMEER,124937,2015,33529379.67,4906473.44,158849059.7,20973747.54
ZOETERWOUDE,8182,2015,1839717.7,319313.37,9653672.47,1060412.49
ZUIDHORN,18890,2015,4511653.64,781507.27,21029555.16,2428796.52
ZUIDPLAS,41200,2015,9817021.42,1673088.63,49272003.67,3442444.56
ZUNDERT,21530,2015,5318169.37,765829.22,25829384.13,1745235.93
ZUTPHEN,47416,2015,13230648.21,1641231.78,63250436.3,14847056.15
ZWARTEWATERLAND,22330,2015,4775456.58,808928.77,23779038.11,1809761.69
ZWIJNDRECHT,45200,2015,14292580.97,1729630.14,57539680.77,7209085.87
ZWOLLE,125786,2015,28477548.87,4294622.64,142862520.4,28699513.3
